City,Year,Month Number,Month,TotalBNBImputed,Month-Year,Monthly change in BNB
Chinsali,2013,1,January,1660.67,January 2013,
Chinsali,2013,2,February,1660.67,February 2013,0.0
Chinsali,2013,3,March,1632.62,March 2013,-28.05
Chinsali,2013,4,April,1660.67,April 2013,-55.62
Chinsali,2013,5,May,1660.67,May 2013,29.6
Chinsali,2013,6,June,1660.67,June 2013,54.07
Chinsali,2013,7,July,1694.74,July 2013,34.07
Chinsali,2013,8,August,1672.74,August 2013,-22.0
Chinsali,2013,9,September,1679.6,September 2013,6.86
Chinsali,2013,10,October,1674.53,October 2013,-5.07
Chinsali,2013,11,November,1660.67,November 2013,-13.86
Chinsali,2013,12,December,1660.67,December 2013,86.89
Chinsali,2014,1,January,1911.25,January 2014,163.69
Chinsali,2014,2,February,1911.25,February 2014,-122.81
Chinsali,2014,3,March,1911.25,March 2014,122.81
Chinsali,2014,4,April,1964.85,April 2014,53.6
Chinsali,2014,5,May,1911.25,May 2014,57.95
Chinsali,2014,6,June,1911.25,June 2014,-111.55
Chinsali,2014,7,July,1911.25,July 2014,-190.25
Chinsali,2014,8,August,1908.25,August 2014,187.25
Chinsali,2014,9,September,1926.52,September 2014,18.27
Chinsali,2014,10,October,1911.25,October 2014,120.4
Chinsali,2014,11,November,1911.25,November 2014,-135.67
Chinsali,2014,12,December,1911.25,December 2014,0.0
Chinsali,2015,1,January,2355.95,January 2015,200.15
Chinsali,2015,2,February,2355.95,February 2015,125.0
Chinsali,2015,3,March,2355.95,March 2015,-266.77
Chinsali,2015,4,April,2355.95,April 2015,386.32
Chinsali,2015,5,May,2355.95,May 2015,0.0
Chinsali,2015,6,June,2355.95,June 2015,0.0
Chinsali,2015,7,July,2355.95,July 2015,0.0
Chinsali,2015,8,August,2355.95,August 2015,0.0
Chinsali,2015,9,September,2355.95,September 2015,0.0
Chinsali,2015,10,October,2355.95,October 2015,0.0
Chinsali,2015,11,November,2355.95,November 2015,0.0
Chinsali,2015,12,December,2355.95,December 2015,750.43
Chinsali,2016,1,January,2652.5,January 2016,-453.88
Chinsali,2016,2,February,2868.67,February 2016,216.17
Chinsali,2016,3,March,2741.45,March 2016,
Chinsali,2016,4,April,2688.25,April 2016,-180.42
Chinsali,2016,5,May,2746.83,May 2016,58.58
Chinsali,2016,6,June,2729.42,June 2016,-17.41
Chinsali,2016,7,July,2692.25,July 2016,-37.17
Chinsali,2016,8,August,2741.45,August 2016,
Chinsali,2016,9,September,2765.3,September 2016,73.05
Chinsali,2016,10,October,2741.45,October 2016,
Chinsali,2016,11,November,2741.45,November 2016,
Chinsali,2016,12,December,2788.35,December 2016,23.05
Chinsali,2017,1,January,2728.0,January 2017,-60.35
Chinsali,2017,2,February,2740.65,February 2017,12.65
Chinsali,2017,3,March,2719.4,March 2017,-21.25
Chinsali,2017,4,April,2906.65,April 2017,187.25
Chinsali,2017,5,May,2777.65,May 2017,-129.0
Chinsali,2017,6,June,2788.65,June 2017,11.0
Chinsali,2017,7,July,2770.55,July 2017,-18.1
Chinsali,2017,8,August,2816.73,August 2017,
Chinsali,2017,9,September,2834.65,September 2017,64.1
Chinsali,2017,10,October,2939.83,October 2017,105.18
Chinsali,2017,11,November,2866.75,November 2017,-73.08
Chinsali,2017,12,December,2911.25,December 2017,44.5
Chinsali,2018,1,January,3452.75,January 2018,541.5
Chinsali,2018,2,February,3698.6,February 2018,-53.37
Chinsali,2018,3,March,3701.0,March 2018,301.62
Chinsali,2018,4,April,3760.0,April 2018,59.0
Chinsali,2018,5,May,3786.0,May 2018,26.0
Chinsali,2018,6,June,3728.5,June 2018,-57.5
Chinsali,2018,7,July,3638.0,July 2018,-90.5
Chinsali,2018,8,August,3628.0,August 2018,-10.0
Chinsali,2018,9,September,3643.25,September 2018,15.25
Chinsali,2018,10,October,3668.0,October 2018,24.75
Chinsali,2018,11,November,3698.6,November 2018,314.0
Chinsali,2018,12,December,3698.6,December 2018,14.33
Chinsali,2019,1,January,4637.19,January 2019,2963.14
Chinsali,2019,2,February,3883.0,February 2019,-3076.47
Chinsali,2019,3,March,4054.25,March 2019,171.25
Chinsali,2019,4,April,4426.08,April 2019,
Chinsali,2019,5,May,4092.75,May 2019,38.5
Chinsali,2019,6,June,4048.0,June 2019,-44.75
Chinsali,2019,7,July,4744.54,July 2019,696.54
Chinsali,2019,8,August,4721.84,August 2019,-22.7
Chinsali,2019,9,September,4621.23,September 2019,-100.61
Chinsali,2019,10,October,4671.53,October 2019,50.3
Chinsali,2019,11,November,4450.34,November 2019,-221.19
Chinsali,2019,12,December,4762.18,December 2019,311.84
Chinsali,2020,1,January,4863.79,January 2020,101.61
Chinsali,2020,2,February,5122.1,February 2020,258.31
Chinsali,2020,3,March,4919.24,March 2020,-202.86
Chinsali,2020,4,April,6639.9,April 2020,1720.66
Chinsali,2020,5,May,6077.84,May 2020,-562.06
Chinsali,2020,6,June,6106.22,June 2020,28.38
Chinsali,2020,7,July,5221.71,July 2020,-884.51
Chinsali,2020,8,August,4712.75,August 2020,-508.96
Chinsali,2020,9,September,3950.07,September 2020,-762.68
Chinsali,2020,10,October,5330.01,October 2020,1379.94
Chinsali,2020,11,November,5422.53,November 2020,92.52
Chinsali,2020,12,December,5878.91,December 2020,456.38
Chinsali,2021,1,January,5479.28,January 2021,-399.63
Chinsali,2021,2,February,5388.13,February 2021,-91.15
Chinsali,2021,3,March,5336.28,March 2021,-51.85
Chinsali,2021,4,April,5906.59,April 2021,570.31
Chinsali,2021,5,May,5433.96,May 2021,-1763.8
Chinsali,2021,6,June,5822.49,June 2021,1679.7
Chinsali,2021,7,July,5962.13,July 2021,139.64
Chinsali,2021,8,August,5618.41,August 2021,
Chinsali,2021,9,September,5618.41,September 2021,
Chinsali,2021,10,October,5618.41,October 2021,
Chinsali,2021,11,November,5618.41,November 2021,
Chinsali,2021,12,December,5618.41,December 2021,
Chipata,2010,1,January,1990.35,January 2010,
Chipata,2010,2,February,1990.35,February 2010,0.0
Chipata,2010,3,March,1990.35,March 2010,0.0
Chipata,2010,4,April,1990.35,April 2010,0.0
Chipata,2010,5,May,1990.35,May 2010,0.0
Chipata,2010,6,June,1990.35,June 2010,0.0
Chipata,2010,7,July,1990.35,July 2010,0.0
Chipata,2010,8,August,1990.35,August 2010,0.0
Chipata,2010,9,September,1990.35,September 2010,0.0
Chipata,2010,10,October,1990.35,October 2010,0.0
Chipata,2010,11,November,1990.35,November 2010,0.0
Chipata,2010,12,December,1990.35,December 2010,0.0
Chipata,2011,1,January,1973.34,January 2011,-17.01
Chipata,2011,2,February,1973.34,February 2011,22.61
Chipata,2011,3,March,1973.34,March 2011,2.7
Chipata,2011,4,April,1973.34,April 2011,-47.19
Chipata,2011,5,May,1973.34,May 2011,21.88
Chipata,2011,6,June,1959.56,June 2011,-13.78
Chipata,2011,7,July,1973.34,July 2011,-8.3
Chipata,2011,8,August,1973.34,August 2011,22.08
Chipata,2011,9,September,1973.46,September 2011,0.12
Chipata,2011,10,October,1971.68,October 2011,-1.78
Chipata,2011,11,November,1973.34,November 2011,1.66
Chipata,2011,12,December,1984.71,December 2011,11.37
Chipata,2012,1,January,1896.35,January 2012,-88.36
Chipata,2012,2,February,1888.1,February 2012,-8.25
Chipata,2012,3,March,1906.99,March 2012,18.89
Chipata,2012,4,April,1922.59,April 2012,15.6
Chipata,2012,5,May,1919.99,May 2012,-2.6
Chipata,2012,6,June,1936.46,June 2012,16.47
Chipata,2012,7,July,1936.46,July 2012,0.0
Chipata,2012,8,August,1955.09,August 2012,18.63
Chipata,2012,9,September,1936.46,September 2012,-18.63
Chipata,2012,10,October,1994.39,October 2012,57.93
Chipata,2012,11,November,1955.89,November 2012,-38.5
Chipata,2012,12,December,1988.79,December 2012,32.9
Chipata,2013,1,January,2142.05,January 2013,51.78
Chipata,2013,2,February,2050.57,February 2013,10.0
Chipata,2013,3,March,2056.97,March 2013,6.4
Chipata,2013,4,April,2153.57,April 2013,96.6
Chipata,2013,5,May,2152.17,May 2013,-1.4
Chipata,2013,6,June,2154.12,June 2013,1.95
Chipata,2013,7,July,2165.84,July 2013,11.72
Chipata,2013,8,August,2181.34,August 2013,15.5
Chipata,2013,9,September,2182.48,September 2013,1.14
Chipata,2013,10,October,2184.85,October 2013,2.37
Chipata,2013,11,November,2184.85,November 2013,0.0
Chipata,2013,12,December,2197.32,December 2013,12.47
Chipata,2014,1,January,2197.32,January 2014,0.0
Chipata,2014,2,February,2197.32,February 2014,0.0
Chipata,2014,3,March,2197.32,March 2014,0.0
Chipata,2014,4,April,2247.32,April 2014,50.0
Chipata,2014,5,May,2266.83,May 2014,19.51
Chipata,2014,6,June,2244.37,June 2014,-22.46
Chipata,2014,7,July,2275.69,July 2014,31.32
Chipata,2014,8,August,2283.69,August 2014,8.0
Chipata,2014,9,September,2276.99,September 2014,-6.7
Chipata,2014,10,October,2276.99,October 2014,0.0
Chipata,2014,11,November,2276.99,November 2014,0.0
Chipata,2014,12,December,2285.38,December 2014,8.39
Chipata,2015,1,January,2370.36,January 2015,17.42
Chipata,2015,2,February,2370.36,February 2015,64.54
Chipata,2015,3,March,2370.36,March 2015,-100.66
Chipata,2015,4,April,2370.36,April 2015,103.68
Chipata,2015,5,May,2370.36,May 2015,0.0
Chipata,2015,6,June,2370.36,June 2015,0.0
Chipata,2015,7,July,2370.36,July 2015,0.0
Chipata,2015,8,August,2370.36,August 2015,0.0
Chipata,2015,9,September,2370.36,September 2015,0.0
Chipata,2015,10,October,2370.36,October 2015,0.0
Chipata,2015,11,November,2370.36,November 2015,0.0
Chipata,2015,12,December,2370.36,December 2015,174.24
Chipata,2016,1,January,2624.85,January 2016,80.25
Chipata,2016,2,February,2533.56,February 2016,-91.29
Chipata,2016,3,March,2727.64,March 2016,
Chipata,2016,4,April,2718.35,April 2016,184.79
Chipata,2016,5,May,2746.47,May 2016,28.12
Chipata,2016,6,June,2793.69,June 2016,47.22
Chipata,2016,7,July,2801.71,July 2016,8.02
Chipata,2016,8,August,2727.64,August 2016,
Chipata,2016,9,September,2874.84,September 2016,73.13
Chipata,2016,10,October,2727.64,October 2016,
Chipata,2016,11,November,2727.64,November 2016,
Chipata,2016,12,December,2727.64,December 2016,
Chipata,2017,1,January,2696.82,January 2017,-178.02
Chipata,2017,2,February,2745.65,February 2017,48.83
Chipata,2017,3,March,2594.98,March 2017,-150.67
Chipata,2017,4,April,2646.25,April 2017,51.27
Chipata,2017,5,May,2582.45,May 2017,-63.8
Chipata,2017,6,June,2611.43,June 2017,28.98
Chipata,2017,7,July,2499.73,July 2017,-111.7
Chipata,2017,8,August,2537.39,August 2017,37.66
Chipata,2017,9,September,2463.78,September 2017,-73.61
Chipata,2017,10,October,2475.41,October 2017,11.63
Chipata,2017,11,November,2448.9,November 2017,-26.51
Chipata,2017,12,December,2526.25,December 2017,77.35
Chipata,2018,1,January,2783.66,January 2018,-176.86
Chipata,2018,2,February,2783.66,February 2018,-85.46
Chipata,2018,3,March,2647.51,March 2018,383.58
Chipata,2018,4,April,2828.46,April 2018,180.95
Chipata,2018,5,May,2834.89,May 2018,6.43
Chipata,2018,6,June,2896.98,June 2018,62.09
Chipata,2018,7,July,2883.27,July 2018,-13.71
Chipata,2018,8,August,2986.34,August 2018,103.07
Chipata,2018,9,September,2894.37,September 2018,-91.97
Chipata,2018,10,October,3013.72,October 2018,119.35
Chipata,2018,11,November,2944.14,November 2018,-69.58
Chipata,2018,12,December,2860.91,December 2018,-83.23
Chipata,2019,1,January,3564.1,January 2019,703.19
Chipata,2019,2,February,3566.96,February 2019,2.86
Chipata,2019,3,March,3512.99,March 2019,-53.97
Chipata,2019,4,April,3565.2,April 2019,52.21
Chipata,2019,5,May,3580.52,May 2019,15.32
Chipata,2019,6,June,3562.9,June 2019,-17.62
Chipata,2019,7,July,4510.72,July 2019,947.82
Chipata,2019,8,August,4929.22,August 2019,418.5
Chipata,2019,9,September,5301.6,September 2019,372.38
Chipata,2019,10,October,5651.39,October 2019,349.79
Chipata,2019,11,November,4605.87,November 2019,-1045.52
Chipata,2019,12,December,5275.79,December 2019,669.92
Chipata,2020,1,January,4269.48,January 2020,-1006.31
Chipata,2020,2,February,4387.82,February 2020,118.34
Chipata,2020,3,March,4774.06,March 2020,386.24
Chipata,2020,4,April,4441.86,April 2020,-332.2
Chipata,2020,5,May,4580.96,May 2020,139.1
Chipata,2020,6,June,4436.18,June 2020,-144.78
Chipata,2020,7,July,4576.48,July 2020,140.3
Chipata,2020,8,August,4861.04,August 2020,1594.39
Chipata,2020,9,September,5711.22,September 2020,-459.65
Chipata,2020,10,October,5376.94,October 2020,-334.28
Chipata,2020,11,November,4927.53,November 2020,-449.41
Chipata,2020,12,December,4679.1,December 2020,-248.43
Chipata,2021,1,January,4918.63,January 2021,239.53
Chipata,2021,2,February,4692.96,February 2021,-225.67
Chipata,2021,3,March,5095.28,March 2021,402.32
Chipata,2021,4,April,5086.34,April 2021,-8.94
Chipata,2021,5,May,5231.51,May 2021,145.17
Chipata,2021,6,June,6079.34,June 2021,847.83
Chipata,2021,7,July,5721.86,July 2021,-357.48
Chipata,2021,8,August,5260.85,August 2021,
Chipata,2021,9,September,5260.85,September 2021,
Chipata,2021,10,October,5260.85,October 2021,
Chipata,2021,11,November,5260.85,November 2021,
Chipata,2021,12,December,5260.85,December 2021,
Choma,2013,1,January,2117.5,January 2013,
Choma,2013,2,February,2117.5,February 2013,0.0
Choma,2013,3,March,2117.5,March 2013,0.0
Choma,2013,4,April,2117.5,April 2013,-124.14
Choma,2013,5,May,2117.5,May 2013,143.56
Choma,2013,6,June,2112.22,June 2013,-24.7
Choma,2013,7,July,2114.01,July 2013,1.79
Choma,2013,8,August,2117.5,August 2013,-11.95
Choma,2013,9,September,2117.5,September 2013,144.36
Choma,2013,10,October,2117.5,October 2013,-128.92
Choma,2013,11,November,2117.5,November 2013,0.0
Choma,2013,12,December,2117.5,December 2013,0.0
Choma,2014,1,January,2594.36,January 2014,476.86
Choma,2014,2,February,2310.62,February 2014,-283.74
Choma,2014,3,March,2318.77,March 2014,8.15
Choma,2014,4,April,2315.93,April 2014,-2.84
Choma,2014,5,May,2295.36,May 2014,-20.57
Choma,2014,6,June,2594.36,June 2014,299.0
Choma,2014,7,July,2709.8,July 2014,115.44
Choma,2014,8,August,2837.23,August 2014,127.43
Choma,2014,9,September,2843.19,September 2014,5.96
Choma,2014,10,October,2658.54,October 2014,-184.65
Choma,2014,11,November,2594.36,November 2014,-64.18
Choma,2014,12,December,3059.84,December 2014,465.48
Choma,2015,1,January,3284.58,January 2015,224.74
Choma,2015,2,February,3284.58,February 2015,0.0
Choma,2015,3,March,3284.58,March 2015,0.0
Choma,2015,4,April,3284.58,April 2015,0.0
Choma,2015,5,May,3284.58,May 2015,0.0
Choma,2015,6,June,3284.58,June 2015,0.0
Choma,2015,7,July,3284.58,July 2015,0.0
Choma,2015,8,August,3284.58,August 2015,0.0
Choma,2015,9,September,3284.58,September 2015,0.0
Choma,2015,10,October,3284.58,October 2015,0.0
Choma,2015,11,November,3284.58,November 2015,0.0
Choma,2015,12,December,3284.58,December 2015,0.0
Choma,2016,1,January,3640.44,January 2016,355.86
Choma,2016,2,February,3476.34,February 2016,-164.1
Choma,2016,3,March,3549.42,March 2016,
Choma,2016,4,April,3484.87,April 2016,8.53
Choma,2016,5,May,3427.89,May 2016,-56.98
Choma,2016,6,June,3569.84,June 2016,141.95
Choma,2016,7,July,3455.57,July 2016,-114.27
Choma,2016,8,August,3549.42,August 2016,
Choma,2016,9,September,3622.93,September 2016,167.36
Choma,2016,10,October,3549.42,October 2016,
Choma,2016,11,November,3549.42,November 2016,
Choma,2016,12,December,3717.5,December 2016,94.57
Choma,2017,1,January,3662.44,January 2017,-55.06
Choma,2017,2,February,3714.9,February 2017,52.46
Choma,2017,3,March,3597.98,March 2017,-116.92
Choma,2017,4,April,3715.83,April 2017,117.85
Choma,2017,5,May,3676.25,May 2017,-39.58
Choma,2017,6,June,3677.26,June 2017,1.01
Choma,2017,7,July,3495.46,July 2017,-181.8
Choma,2017,8,August,3619.96,August 2017,124.5
Choma,2017,9,September,3751.21,September 2017,131.25
Choma,2017,10,October,3786.76,October 2017,35.55
Choma,2017,11,November,3654.36,November 2017,-132.4
Choma,2017,12,December,3476.39,December 2017,-177.97
Choma,2018,1,January,4170.31,January 2018,693.92
Choma,2018,2,February,3718.14,February 2018,-452.17
Choma,2018,3,March,3784.81,March 2018,66.67
Choma,2018,4,April,3920.93,April 2018,136.12
Choma,2018,5,May,3722.83,May 2018,-198.1
Choma,2018,6,June,3756.14,June 2018,33.31
Choma,2018,7,July,3811.68,July 2018,55.54
Choma,2018,8,August,3930.21,August 2018,118.53
Choma,2018,9,September,3984.16,September 2018,53.95
Choma,2018,10,October,3813.56,October 2018,-170.6
Choma,2018,11,November,3664.25,November 2018,-149.31
Choma,2018,12,December,3642.68,December 2018,-21.57
Choma,2019,1,January,3896.61,January 2019,253.93
Choma,2019,2,February,3820.15,February 2019,-76.46
Choma,2019,3,March,3902.57,March 2019,82.42
Choma,2019,4,April,3874.08,April 2019,-28.49
Choma,2019,5,May,3906.78,May 2019,32.7
Choma,2019,6,June,3935.2,June 2019,28.42
Choma,2019,7,July,4807.08,July 2019,871.88
Choma,2019,8,August,4395.2,August 2019,-411.88
Choma,2019,9,September,4417.55,September 2019,22.35
Choma,2019,10,October,4412.69,October 2019,-4.86
Choma,2019,11,November,4536.86,November 2019,124.17
Choma,2019,12,December,4606.63,December 2019,69.77
Choma,2020,1,January,4602.95,January 2020,-3.68
Choma,2020,2,February,4885.84,February 2020,282.89
Choma,2020,3,March,4901.28,March 2020,15.44
Choma,2020,4,April,5021.95,April 2020,120.67
Choma,2020,5,May,4893.93,May 2020,-128.02
Choma,2020,6,June,5056.64,June 2020,162.71
Choma,2020,7,July,4695.56,July 2020,-361.08
Choma,2020,8,August,4709.5,August 2020,13.94
Choma,2020,9,September,4998.58,September 2020,289.08
Choma,2020,10,October,5001.73,October 2020,3.15
Choma,2020,11,November,5193.4,November 2020,191.67
Choma,2020,12,December,4962.09,December 2020,390.32
Choma,2021,1,January,5358.78,January 2021,-224.94
Choma,2021,2,February,5594.66,February 2021,235.88
Choma,2021,3,March,5499.5,March 2021,-95.16
Choma,2021,4,April,5297.26,April 2021,-202.24
Choma,2021,5,May,5511.45,May 2021,214.19
Choma,2021,6,June,5644.95,June 2021,133.5
Choma,2021,7,July,5667.17,July 2021,22.22
Choma,2021,8,August,5510.54,August 2021,
Choma,2021,9,September,5510.54,September 2021,
Choma,2021,10,October,5510.54,October 2021,
Choma,2021,11,November,5510.54,November 2021,
Choma,2021,12,December,5510.54,December 2021,
Kabwe,2008,1,January,1323.78,January 2008,
Kabwe,2008,2,February,1323.78,February 2008,0.0
Kabwe,2008,3,March,1323.78,March 2008,-64.26
Kabwe,2008,4,April,1323.78,April 2008,64.26
Kabwe,2008,5,May,1323.78,May 2008,0.0
Kabwe,2008,6,June,1323.78,June 2008,0.0
Kabwe,2008,7,July,1323.78,July 2008,-17.08
Kabwe,2008,8,August,1323.78,August 2008,17.08
Kabwe,2008,9,September,1323.78,September 2008,0.0
Kabwe,2008,10,October,1323.78,October 2008,81.33
Kabwe,2008,11,November,1323.78,November 2008,-81.33
Kabwe,2008,12,December,1323.78,December 2008,0.0
Kabwe,2009,1,January,1530.09,January 2009,206.31
Kabwe,2009,2,February,1530.09,February 2009,0.0
Kabwe,2009,3,March,1530.09,March 2009,-28.42
Kabwe,2009,4,April,1530.09,April 2009,28.42
Kabwe,2009,5,May,1530.09,May 2009,0.0
Kabwe,2009,6,June,1530.09,June 2009,0.0
Kabwe,2009,7,July,1530.09,July 2009,0.0
Kabwe,2009,8,August,1530.09,August 2009,0.0
Kabwe,2009,9,September,1530.09,September 2009,15.02
Kabwe,2009,10,October,1530.09,October 2009,1.44
Kabwe,2009,11,November,1530.09,November 2009,-19.53
Kabwe,2009,12,December,1530.09,December 2009,3.07
Kabwe,2010,1,January,1613.54,January 2010,33.54
Kabwe,2010,2,February,1613.54,February 2010,3.44
Kabwe,2010,3,March,1613.54,March 2010,46.47
Kabwe,2010,4,April,1613.54,April 2010,0.0
Kabwe,2010,5,May,1613.54,May 2010,0.0
Kabwe,2010,6,June,1613.54,June 2010,0.0
Kabwe,2010,7,July,1613.54,July 2010,0.0
Kabwe,2010,8,August,1613.54,August 2010,0.0
Kabwe,2010,9,September,1613.54,September 2010,43.58
Kabwe,2010,10,October,1613.54,October 2010,-43.58
Kabwe,2010,11,November,1613.54,November 2010,52.8
Kabwe,2010,12,December,1613.54,December 2010,-52.8
Kabwe,2011,1,January,1988.09,January 2011,374.55
Kabwe,2011,2,February,1988.09,February 2011,-293.54
Kabwe,2011,3,March,2005.31,March 2011,310.76
Kabwe,2011,4,April,2005.31,April 2011,0.0
Kabwe,2011,5,May,2004.9,May 2011,-0.41
Kabwe,2011,6,June,2025.18,June 2011,20.28
Kabwe,2011,7,July,2025.78,July 2011,0.6
Kabwe,2011,8,August,2022.6,August 2011,-3.18
Kabwe,2011,9,September,2013.37,September 2011,-9.23
Kabwe,2011,10,October,2016.68,October 2011,3.31
Kabwe,2011,11,November,1988.09,November 2011,-28.59
Kabwe,2011,12,December,1988.09,December 2011,79.12
Kabwe,2012,1,January,2274.07,January 2012,206.86
Kabwe,2012,2,February,2291.57,February 2012,17.5
Kabwe,2012,3,March,2240.35,March 2012,-51.22
Kabwe,2012,4,April,2267.91,April 2012,-22.78
Kabwe,2012,5,May,2267.91,May 2012,-13.24
Kabwe,2012,6,June,2267.91,June 2012,63.58
Kabwe,2012,7,July,2267.91,July 2012,0.0
Kabwe,2012,8,August,2272.54,August 2012,4.63
Kabwe,2012,9,September,2282.6,September 2012,10.06
Kabwe,2012,10,October,2267.91,October 2012,-14.69
Kabwe,2012,11,November,2291.1,November 2012,23.19
Kabwe,2012,12,December,2267.91,December 2012,45.98
Kabwe,2013,1,January,2340.64,January 2013,3.56
Kabwe,2013,2,February,2330.14,February 2013,-10.5
Kabwe,2013,3,March,2345.76,March 2013,15.62
Kabwe,2013,4,April,2330.8,April 2013,-14.96
Kabwe,2013,5,May,2347.74,May 2013,16.94
Kabwe,2013,6,June,2382.86,June 2013,35.12
Kabwe,2013,7,July,2384.67,July 2013,1.81
Kabwe,2013,8,August,2360.93,August 2013,-23.74
Kabwe,2013,9,September,2385.89,September 2013,24.96
Kabwe,2013,10,October,2481.05,October 2013,95.16
Kabwe,2013,11,November,2500.05,November 2013,19.0
Kabwe,2013,12,December,2393.29,December 2013,28.94
Kabwe,2014,1,January,2518.74,January 2014,-10.25
Kabwe,2014,2,February,2527.8,February 2014,9.06
Kabwe,2014,3,March,2527.8,March 2014,0.0
Kabwe,2014,4,April,2429.24,April 2014,-98.56
Kabwe,2014,5,May,2963.75,May 2014,534.51
Kabwe,2014,6,June,2972.62,June 2014,8.87
Kabwe,2014,7,July,2962.37,July 2014,-10.25
Kabwe,2014,8,August,3001.1,August 2014,38.73
Kabwe,2014,9,September,3007.93,September 2014,6.83
Kabwe,2014,10,October,2998.02,October 2014,-9.91
Kabwe,2014,11,November,3004.12,November 2014,6.1
Kabwe,2014,12,December,3187.67,December 2014,183.55
Kabwe,2015,1,January,3089.97,January 2015,-231.06
Kabwe,2015,2,February,3089.97,February 2015,127.98
Kabwe,2015,3,March,3089.97,March 2015,-226.66
Kabwe,2015,4,April,3089.97,April 2015,232.04
Kabwe,2015,5,May,3089.97,May 2015,0.0
Kabwe,2015,6,June,3089.97,June 2015,0.0
Kabwe,2015,7,July,3089.97,July 2015,0.0
Kabwe,2015,8,August,3089.97,August 2015,0.0
Kabwe,2015,9,September,3089.97,September 2015,0.0
Kabwe,2015,10,October,3089.97,October 2015,0.0
Kabwe,2015,11,November,3089.97,November 2015,0.0
Kabwe,2015,12,December,3089.97,December 2015,370.76
Kabwe,2016,1,January,3547.6,January 2016,-340.73
Kabwe,2016,2,February,3609.99,February 2016,489.99
Kabwe,2016,3,March,3590.36,March 2016,
Kabwe,2016,4,April,3769.86,April 2016,159.87
Kabwe,2016,5,May,3677.06,May 2016,-92.8
Kabwe,2016,6,June,3747.91,June 2016,70.85
Kabwe,2016,7,July,3577.35,July 2016,-170.56
Kabwe,2016,8,August,3590.36,August 2016,
Kabwe,2016,9,September,3475.24,September 2016,-102.11
Kabwe,2016,10,October,3498.15,October 2016,22.91
Kabwe,2016,11,November,3514.46,November 2016,16.31
Kabwe,2016,12,December,3485.99,December 2016,-28.47
Kabwe,2017,1,January,3523.88,January 2017,37.89
Kabwe,2017,2,February,3612.16,February 2017,88.28
Kabwe,2017,3,March,3449.2,March 2017,-162.96
Kabwe,2017,4,April,3439.03,April 2017,-10.17
Kabwe,2017,5,May,3438.04,May 2017,-0.99
Kabwe,2017,6,June,3538.46,June 2017,100.42
Kabwe,2017,7,July,3531.39,July 2017,-7.07
Kabwe,2017,8,August,3509.56,August 2017,-21.83
Kabwe,2017,9,September,3480.0,September 2017,-29.56
Kabwe,2017,10,October,3525.66,October 2017,45.66
Kabwe,2017,11,November,3534.03,November 2017,8.37
Kabwe,2017,12,December,3547.39,December 2017,13.36
Kabwe,2018,1,January,4362.28,January 2018,-79.43
Kabwe,2018,2,February,4362.28,February 2018,-53.2
Kabwe,2018,3,March,4362.28,March 2018,93.51
Kabwe,2018,4,April,4675.42,April 2018,1167.15
Kabwe,2018,5,May,4723.85,May 2018,48.43
Kabwe,2018,6,June,4732.64,June 2018,8.79
Kabwe,2018,7,July,4705.15,July 2018,-27.49
Kabwe,2018,8,August,4610.64,August 2018,-94.51
Kabwe,2018,9,September,4584.28,September 2018,-26.36
Kabwe,2018,10,October,4608.92,October 2018,24.64
Kabwe,2018,11,November,4621.24,November 2018,12.32
Kabwe,2018,12,December,4694.18,December 2018,72.94
Kabwe,2019,1,January,5217.2,January 2019,523.02
Kabwe,2019,2,February,5227.59,February 2019,10.39
Kabwe,2019,3,March,5249.78,March 2019,22.19
Kabwe,2019,4,April,5279.63,April 2019,29.85
Kabwe,2019,5,May,5298.92,May 2019,19.29
Kabwe,2019,6,June,4494.19,June 2019,-804.73
Kabwe,2019,7,July,5153.39,July 2019,659.2
Kabwe,2019,8,August,5908.31,August 2019,754.92
Kabwe,2019,9,September,5871.12,September 2019,-37.19
Kabwe,2019,10,October,5834.2,October 2019,-36.92
Kabwe,2019,11,November,5675.18,November 2019,-159.02
Kabwe,2019,12,December,5781.15,December 2019,105.97
Kabwe,2020,1,January,5863.53,January 2020,82.38
Kabwe,2020,2,February,5905.06,February 2020,41.53
Kabwe,2020,3,March,6098.18,March 2020,193.12
Kabwe,2020,4,April,6048.36,April 2020,-49.82
Kabwe,2020,5,May,6122.72,May 2020,74.36
Kabwe,2020,6,June,5960.1,June 2020,-162.62
Kabwe,2020,7,July,6383.78,July 2020,423.68
Kabwe,2020,8,August,6429.82,August 2020,46.04
Kabwe,2020,9,September,6569.49,September 2020,139.67
Kabwe,2020,10,October,5800.7,October 2020,-768.79
Kabwe,2020,11,November,6022.83,November 2020,222.13
Kabwe,2020,12,December,6474.98,December 2020,452.15
Kabwe,2021,1,January,6734.83,January 2021,259.85
Kabwe,2021,2,February,6853.91,February 2021,119.08
Kabwe,2021,3,March,7033.72,March 2021,179.81
Kabwe,2021,4,April,6720.71,April 2021,-313.01
Kabwe,2021,5,May,6695.95,May 2021,-24.76
Kabwe,2021,6,June,6700.72,June 2021,4.77
Kabwe,2021,7,July,6945.21,July 2021,244.49
Kabwe,2021,8,August,6812.15,August 2021,
Kabwe,2021,9,September,6812.15,September 2021,
Kabwe,2021,10,October,6812.15,October 2021,
Kabwe,2021,11,November,6812.15,November 2021,
Kabwe,2021,12,December,6812.15,December 2021,
