City,Year,Month Number,Month,TotalBNBImputed,Month-Year,Monthly change in BNB
Solwezi,2012,2,February,2452.35,February 2012,77.5
Solwezi,2012,3,March,2441.84,March 2012,-71.16
Solwezi,2012,4,April,2449.44,April 2012,7.6
Solwezi,2012,5,May,2441.44,May 2012,-8.0
Solwezi,2012,6,June,2452.35,June 2012,10.91
Solwezi,2012,7,July,2417.52,July 2012,-34.83
Solwezi,2012,8,August,2428.4,August 2012,10.88
Solwezi,2012,9,September,2438.8,September 2012,10.4
Solwezi,2012,10,October,2453.15,October 2012,14.35
Solwezi,2012,11,November,2452.35,November 2012,-0.8
Solwezi,2012,12,December,2452.35,December 2012,52.1
Solwezi,2013,1,January,3004.73,January 2013,453.7
Solwezi,2013,2,February,2994.35,February 2013,36.2
Solwezi,2013,3,March,3001.15,March 2013,6.8
Solwezi,2013,4,April,2988.9,April 2013,-12.25
Solwezi,2013,5,May,3003.95,May 2013,15.05
Solwezi,2013,6,June,3013.65,June 2013,9.7
Solwezi,2013,7,July,3003.83,July 2013,-9.82
Solwezi,2013,8,August,3011.77,August 2013,7.94
Solwezi,2013,9,September,3006.51,September 2013,-5.26
Solwezi,2013,10,October,3011.35,October 2013,4.84
Solwezi,2013,11,November,3014.68,November 2013,3.33
Solwezi,2013,12,December,3004.73,December 2013,33.78
Solwezi,2014,1,January,3203.04,January 2014,4.57
Solwezi,2014,2,February,3203.04,February 2014,150.01
Solwezi,2014,3,March,3203.04,March 2014,-150.01
Solwezi,2014,4,April,3176.85,April 2014,123.82
Solwezi,2014,5,May,3193.9,May 2014,17.05
Solwezi,2014,6,June,3203.04,June 2014,9.14
Solwezi,2014,7,July,3154.32,July 2014,-48.72
Solwezi,2014,8,August,3171.86,August 2014,17.54
Solwezi,2014,9,September,3304.94,September 2014,133.08
Solwezi,2014,10,October,3172.54,October 2014,-132.4
Solwezi,2014,11,November,3305.28,November 2014,132.74
Solwezi,2014,12,December,3203.04,December 2014,139.32
Solwezi,2015,1,January,3733.1,January 2015,474.39
Solwezi,2015,2,February,3733.1,February 2015,24.33
Solwezi,2015,3,March,3733.1,March 2015,-691.84
Solwezi,2015,4,April,3733.1,April 2015,481.62
Solwezi,2015,5,May,3733.1,May 2015,0.0
Solwezi,2015,6,June,3733.1,June 2015,0.0
Solwezi,2015,7,July,3733.1,July 2015,0.0
Solwezi,2015,8,August,3733.1,August 2015,0.0
Solwezi,2015,9,September,3733.1,September 2015,0.0
Solwezi,2015,10,October,3733.1,October 2015,0.0
Solwezi,2015,11,November,3733.1,November 2015,0.0
Solwezi,2015,12,December,3733.1,December 2015,85.5
Solwezi,2016,1,January,4045.01,January 2016,226.41
Solwezi,2016,2,February,3784.44,February 2016,-2349.74
Solwezi,2016,3,March,3982.05,March 2016,
Solwezi,2016,4,April,3982.05,April 2016,
Solwezi,2016,5,May,3784.44,May 2016,2399.89
Solwezi,2016,6,June,4034.59,June 2016,-60.57
Solwezi,2016,7,July,4047.52,July 2016,12.93
Solwezi,2016,8,August,4048.57,August 2016,1.05
Solwezi,2016,9,September,3991.86,September 2016,-56.71
Solwezi,2016,10,October,4022.22,October 2016,30.36
Solwezi,2016,11,November,4079.79,November 2016,57.57
Solwezi,2016,12,December,3982.05,December 2016,
Solwezi,2017,1,January,4161.71,January 2017,81.92
Solwezi,2017,2,February,4161.62,February 2017,-0.09
Solwezi,2017,3,March,4120.87,March 2017,-40.75
Solwezi,2017,4,April,4034.0,April 2017,-86.87
Solwezi,2017,5,May,4058.55,May 2017,24.55
Solwezi,2017,6,June,4116.84,June 2017,58.29
Solwezi,2017,7,July,4048.62,July 2017,-68.22
Solwezi,2017,8,August,4092.43,August 2017,43.81
Solwezi,2017,9,September,4003.2,September 2017,-89.23
Solwezi,2017,10,October,4038.67,October 2017,35.47
Solwezi,2017,11,November,4034.11,November 2017,-4.56
Solwezi,2017,12,December,4115.17,December 2017,81.06
Solwezi,2018,1,January,4100.75,January 2018,-14.42
Solwezi,2018,2,February,3810.98,February 2018,-289.77
Solwezi,2018,3,March,4478.76,March 2018,667.78
Solwezi,2018,4,April,4208.19,April 2018,-270.57
Solwezi,2018,5,May,4186.37,May 2018,-21.82
Solwezi,2018,6,June,4133.96,June 2018,-52.41
Solwezi,2018,7,July,4156.41,July 2018,22.45
Solwezi,2018,8,August,4147.93,August 2018,-8.48
Solwezi,2018,9,September,4091.6,September 2018,-1489.76
Solwezi,2018,10,October,4363.97,October 2018,1705.8
Solwezi,2018,11,November,4408.89,November 2018,44.92
Solwezi,2018,12,December,4444.83,December 2018,35.94
Solwezi,2019,1,January,4871.88,January 2019,427.05
Solwezi,2019,2,February,5051.17,February 2019,179.29
Solwezi,2019,3,March,5050.62,March 2019,-0.55
Solwezi,2019,4,April,5016.64,April 2019,-33.98
Solwezi,2019,5,May,4736.89,May 2019,-279.75
Solwezi,2019,6,June,4827.35,June 2019,90.46
Solwezi,2019,7,July,5243.74,July 2019,416.39
Solwezi,2019,8,August,5164.87,August 2019,-78.87
Solwezi,2019,9,September,5570.13,September 2019,405.26
Solwezi,2019,10,October,5156.75,October 2019,-413.38
Solwezi,2019,11,November,5115.9,November 2019,-40.85
Solwezi,2019,12,December,4875.36,December 2019,-240.54
Solwezi,2020,1,January,4984.47,January 2020,109.11
Solwezi,2020,2,February,5780.44,February 2020,795.97
Solwezi,2020,3,March,6919.36,March 2020,1138.92
Solwezi,2020,4,April,7428.38,April 2020,509.02
Solwezi,2020,5,May,7426.74,May 2020,-1.64
Solwezi,2020,6,June,7273.41,June 2020,-153.33
Solwezi,2020,7,July,6410.79,July 2020,-862.62
Solwezi,2020,8,August,6744.04,August 2020,333.25
Solwezi,2020,9,September,6110.27,September 2020,-633.77
Solwezi,2020,10,October,6391.27,October 2020,281.0
Solwezi,2020,11,November,6790.26,November 2020,398.99
Solwezi,2020,12,December,5792.96,December 2020,-997.3
Solwezi,2021,1,January,6420.53,January 2021,627.57
Solwezi,2021,2,February,6341.32,February 2021,-79.21
Solwezi,2021,3,March,6660.49,March 2021,319.17
Solwezi,2021,4,April,6852.06,April 2021,191.57
Solwezi,2021,5,May,7700.15,May 2021,848.09
Solwezi,2021,6,June,7924.55,June 2021,224.4
Solwezi,2021,7,July,7672.73,July 2021,-251.82
Solwezi,2021,8,August,7081.69,August 2021,
Solwezi,2021,9,September,7081.69,September 2021,
Solwezi,2021,10,October,7081.69,October 2021,
Solwezi,2021,11,November,7081.69,November 2021,
Solwezi,2021,12,December,7081.69,December 2021,
